,secID,ticker,exchangeCD,secShortName,tradeDate,contractObject,contractMark,preSettlePrice,preClosePrice,openPrice,highestPrice,lowestPrice,closePrice,settlePrice,turnoverVol,turnoverValue,openInt,CHG,CHG1,CHGPct,mainCon,smainCon
47,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2020-11-30,AU,,388.54,388.4,383.52,383.92,377.46,378.0,380.9,32.0,12188800.0,99.0,-10.54,-7.64,-0.02712719,0,0
48,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2020-12-01,AU,,380.9,378.0,377.02,380.14,376.48,380.02,377.9,16.0,6046660.0,101.0,-0.88,-3.0,-0.00231032,0,0
49,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2020-12-02,AU,,377.9,380.02,385.46,387.0,384.82,384.82,385.66,20.0,7713240.0,98.0,6.92,7.76,0.01831172,0,0
50,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2020-12-03,AU,,385.66,384.82,388.02,389.38,387.18,389.38,388.34,11.0,4271900.0,94.0,3.72,2.68,0.0096458,0,0
51,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2020-12-04,AU,,388.34,389.38,391.4,392.46,387.1,390.82,390.08,9.0,3510720.0,94.0,2.48,1.74,0.00638616,0,0
52,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2020-12-07,AU,,390.08,390.82,390.22,390.26,389.0,390.0,389.74,8.0,3118020.0,91.0,-0.08,-0.34,-0.00020509,0,0
53,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2020-12-08,AU,,389.74,390.0,388.76,396.3,388.76,395.26,394.58,12.0,4734960.0,88.0,5.52,4.84,0.01416329,0,0
54,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2020-12-09,AU,,394.58,395.26,395.4,395.4,393.06,393.06,394.4,4.0,1577640.0,87.0,-1.52,-0.18,-0.0038522,0,0
55,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2020-12-10,AU,,394.4,393.06,393.96,394.0,389.8,389.8,391.28,8.0,3130360.0,86.0,-4.6,-3.12,-0.01166329,0,0
56,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2020-12-11,AU,,391.28,389.8,389.8,392.9,389.78,389.84,391.1,6.0,2346620.0,88.0,-1.44,-0.18,-0.00368023,0,0
57,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2020-12-14,AU,,391.1,389.84,388.2,389.02,388.2,389.02,388.6,2.0,777220.0,88.0,-2.08,-2.5,-0.00531833,0,0
58,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2020-12-15,AU,,388.6,389.02,389.5,389.5,389.5,389.5,389.5,1.0,389500.0,88.0,0.9,0.9,0.00231601,0,0
59,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2020-12-16,AU,,389.5,389.5,394.32,394.32,393.34,394.18,393.96,5.0,1969820.0,85.0,4.68,4.46,0.0120154,0,0
