===============================================================================
Id,brf,len,datetime,open,high,low,close,volume,openinterest,MyStrategy,len,datetime,Value,len,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown
114,brf,114,2021-03-10 00:00:00,363.46,367.56,363.3,365.24,12229.0,0.0,MyStrategy,114,737859.0,Value,114,195755.1926299998,BuySell,114,,,Trades - Net Profit/Loss,114,,,DrawDown,114,2.4565415818001584,2.792511407586786
115,brf,115,2021-03-11 00:00:00,365.1,369.54,364.88,368.62,10696.0,0.0,MyStrategy,115,737860.0,Value,115,195706.6826299998,BuySell,115,365.28255,,Trades - Net Profit/Loss,115,660.1732000000038,,DrawDown,115,2.4807137792488945,2.792511407586786
116,brf,116,2021-03-12 00:00:00,368.78,368.82,363.0,363.34,11111.0,0.0,MyStrategy,116,737861.0,Value,116,194570.6826299998,BuySell,116,367.051275,,Trades - Net Profit/Loss,116,,,DrawDown,116,3.04677472135896,3.04677472135896
117,brf,117,2021-03-15 00:00:00,363.4,368.64,361.1,366.66,7862.0,0.0,MyStrategy,117,737864.0,Value,117,195234.6826299998,BuySell,117,,,Trades - Net Profit/Loss,117,,,DrawDown,117,2.715908114350964,3.04677472135896
118,brf,118,2021-03-16 00:00:00,368.02,368.64,365.78,367.06,8431.0,0.0,MyStrategy,118,737865.0,Value,118,195314.6826299998,BuySell,118,,,Trades - Net Profit/Loss,118,,,DrawDown,118,2.676044667723495,3.04677472135896
119,brf,119,2021-03-17 00:00:00,367.5,369.94,366.98,368.0,9910.0,0.0,MyStrategy,119,737866.0,Value,119,195502.6826299998,BuySell,119,,,Trades - Net Profit/Loss,119,,,DrawDown,119,2.5823655681489415,3.04677472135896
120,brf,120,2021-03-18 00:00:00,366.86,372.08,365.8,371.5,9543.0,0.0,MyStrategy,120,737867.0,Value,120,196202.6826299998,BuySell,120,,,Trades - Net Profit/Loss,120,,,DrawDown,120,2.233560410158584,3.04677472135896
121,brf,121,2021-03-19 00:00:00,367.52,370.68,365.14,369.5,11536.0,0.0,MyStrategy,121,737868.0,Value,121,195802.6826299998,BuySell,121,,,Trades - Net Profit/Loss,121,,,DrawDown,121,2.432877643295931,3.04677472135896
122,brf,122,2021-03-22 00:00:00,369.3,370.24,366.92,367.4,8666.0,0.0,MyStrategy,122,737871.0,Value,122,195382.6826299998,BuySell,122,,,Trades - Net Profit/Loss,122,,,DrawDown,122,2.6421607380901455,3.04677472135896
123,brf,123,2021-03-23 00:00:00,367.72,369.42,366.88,368.62,7988.0,0.0,MyStrategy,123,737872.0,Value,123,195626.6826299998,BuySell,123,,,Trades - Net Profit/Loss,123,,,DrawDown,123,2.520577225876364,3.04677472135896
124,brf,124,2021-03-24 00:00:00,369.22,369.22,366.12,368.16,8291.0,0.0,MyStrategy,124,737873.0,Value,124,195534.6826299998,BuySell,124,,,Trades - Net Profit/Loss,124,,,DrawDown,124,2.5664201894979537,3.04677472135896
125,brf,125,2021-03-25 00:00:00,369.16,370.6,367.74,369.16,6346.0,0.0,MyStrategy,125,737874.0,Value,125,195734.6826299998,BuySell,125,,,Trades - Net Profit/Loss,125,,,DrawDown,125,2.4667615729292804,3.04677472135896
126,brf,126,2021-03-26 00:00:00,368.7,372.38,367.14,368.26,9427.0,0.0,MyStrategy,126,737875.0,Value,126,195554.6826299998,BuySell,126,,,Trades - Net Profit/Loss,126,,,DrawDown,126,2.5564543278410863,3.04677472135896
127,brf,127,2021-03-29 00:00:00,368.1,370.28,367.34,368.14,7295.0,0.0,MyStrategy,127,737878.0,Value,127,195530.6826299998,BuySell,127,,,Trades - Net Profit/Loss,127,,,DrawDown,127,2.5684133618293274,3.04677472135896
128,brf,128,2021-03-30 00:00:00,368.46,369.1,363.38,363.62,10715.0,0.0,MyStrategy,128,737879.0,Value,128,195517.83662999977,BuySell,128,,368.27577,Trades - Net Profit/Loss,128,,-188.8459999999941,DrawDown,128,2.5748144347715427,3.04677472135896
129,brf,129,2021-03-31 00:00:00,359.98,360.9,357.96,359.46,11002.0,0.0,MyStrategy,129,737880.0,Value,129,195545.83862999978,BuySell,129,,364.03789,Trades - Net Profit/Loss,129,,,DrawDown,129,2.560861231865759,3.04677472135896
130,brf,130,2021-04-01 00:00:00,359.46,367.54,359.4,366.84,11638.0,0.0,MyStrategy,130,737881.0,Value,130,194069.83862999978,BuySell,130,,,Trades - Net Profit/Loss,130,,,DrawDown,130,3.2963418221425695,3.2963418221425695
131,brf,131,2021-04-02 00:00:00,367.72,371.94,367.7,371.92,9025.0,0.0,MyStrategy,131,737882.0,Value,131,193053.83862999978,BuySell,131,,,Trades - Net Profit/Loss,131,,,DrawDown,131,3.802607594311431,3.802607594311431
132,brf,132,2021-04-06 00:00:00,369.18,371.14,368.44,369.18,4458.0,0.0,MyStrategy,132,737886.0,Value,132,193571.07142999978,BuySell,132,369.36458999999996,,Trades - Net Profit/Loss,132,,,DrawDown,132,3.5448740678517248,3.802607594311431
133,brf,133,2021-04-07 00:00:00,370.42,372.099,369.86,371.26,9452.0,0.0,MyStrategy,133,737887.0,Value,133,193403.33362999978,BuySell,133,370.2234807692308,,Trades - Net Profit/Loss,133,,-2141.7903999999885,DrawDown,133,3.62845665332309,3.802607594311431
134,brf,134,2021-04-08 00:00:00,370.68,372.72,369.54,371.8,12576.0,0.0,MyStrategy,134,737888.0,Value,134,193538.58602999977,BuySell,134,370.4481315,,Trades - Net Profit/Loss,134,,,DrawDown,134,3.561061317965127,3.802607594311431
135,brf,135,2021-04-09 00:00:00,372.96,375.82,372.9,373.8,13643.0,0.0,MyStrategy,135,737889.0,Value,135,193938.58602999977,BuySell,135,,,Trades - Net Profit/Loss,135,,,DrawDown,135,3.36174408482778,3.802607594311431
136,brf,136,2021-04-12 00:00:00,371.52,372.68,369.5,371.12,13221.0,0.0,MyStrategy,136,737892.0,Value,136,193402.58602999977,BuySell,136,,,Trades - Net Profit/Loss,136,,,DrawDown,136,3.6288291772318253,3.802607594311431
137,brf,137,2021-04-13 00:00:00,370.68,370.68,367.2,367.3,14331.0,0.0,MyStrategy,137,737893.0,Value,137,192638.58602999977,BuySell,137,,,Trades - Net Profit/Loss,137,,,DrawDown,137,4.009525092524158,4.009525092524158
138,brf,138,2021-04-14 00:00:00,369.9,372.3,369.74,371.44,13733.0,0.0,MyStrategy,138,737894.0,Value,138,192972.58602999977,BuySell,138,,369.74,Trades - Net Profit/Loss,138,,-289.4602000000009,DrawDown,138,3.843095202854473,4.009525092524158
139,brf,139,2021-04-15 00:00:00,371.18,371.32,368.12,371.28,16081.0,0.0,MyStrategy,139,737895.0,Value,139,192914.2034299998,BuySell,139,,370.1790435,Trades - Net Profit/Loss,139,,,DrawDown,139,3.8721868485928757,4.009525092524158
140,brf,140,2021-04-16 00:00:00,371.12,375.6,370.66,374.42,13244.0,0.0,MyStrategy,140,737896.0,Value,140,192286.2034299998,BuySell,140,,,Trades - Net Profit/Loss,140,,,DrawDown,140,4.18511490461851,4.18511490461851
141,brf,141,2021-04-19 00:00:00,378.08,379.02,376.14,377.46,13337.0,0.0,MyStrategy,141,737899.0,Value,141,191415.8530299998,BuySell,141,378.26904,,Trades - Net Profit/Loss,141,,-1610.190600000003,DrawDown,141,4.6188044885884665,4.6188044885884665
142,brf,142,2021-04-20 00:00:00,376.4,376.4,372.92,373.62,14159.0,0.0,MyStrategy,142,737900.0,Value,142,190768.2530299998,BuySell,142,377.614876,,Trades - Net Profit/Loss,142,,,DrawDown,142,4.941499089037834,4.941499089037834
143,brf,143,2021-04-21 00:00:00,373.86,377.7,373.22,377.36,12905.0,0.0,MyStrategy,143,737901.0,Value,143,191516.2530299998,BuySell,143,,,Trades - Net Profit/Loss,143,,,DrawDown,143,4.568775863070996,4.941499089037834
144,brf,144,2021-04-22 00:00:00,377.34,379.6,376.68,378.02,13239.0,0.0,MyStrategy,144,737902.0,Value,144,191648.2530299998,BuySell,144,,,Trades - Net Profit/Loss,144,,,DrawDown,144,4.503001176135671,4.941499089037834
145,brf,145,2021-04-23 00:00:00,376.5,377.799,375.46,376.96,12496.0,0.0,MyStrategy,145,737903.0,Value,145,191436.2530299998,BuySell,145,,,Trades - Net Profit/Loss,145,,,DrawDown,145,4.608639309698464,4.941499089037834
146,brf,146,2021-04-26 00:00:00,378.42,379.1,373.74,375.1,12988.0,0.0,MyStrategy,146,737906.0,Value,146,191064.2530299998,BuySell,146,,,Trades - Net Profit/Loss,146,,,DrawDown,146,4.794004336516197,4.941499089037834
147,brf,147,2021-04-27 00:00:00,374.88,376.28,373.86,375.48,12471.0,0.0,MyStrategy,147,737907.0,Value,147,191140.2530299998,BuySell,147,,,Trades - Net Profit/Loss,147,,,DrawDown,147,4.756134062220101,4.941499089037834
148,brf,148,2021-04-28 00:00:00,375.98,376.82,372.8,373.1,14943.0,0.0,MyStrategy,148,737908.0,Value,148,190664.2530299998,BuySell,148,,,Trades - Net Profit/Loss,148,,,DrawDown,148,4.993321569653545,4.993321569653545
149,brf,149,2021-04-29 00:00:00,373.38,376.9,372.6,374.44,13893.0,0.0,MyStrategy,149,737909.0,Value,149,190556.11362999977,BuySell,149,,373.19331,Trades - Net Profit/Loss,149,,-833.4803999999895,DrawDown,149,5.047206684656383,5.047206684656383
150,brf,150,2021-04-30 00:00:00,374.8,374.82,369.92,372.6,15597.0,0.0,MyStrategy,150,737910.0,Value,150,190920.2776299998,BuySell,150,,373.69006150000007,Trades - Net Profit/Loss,150,,,DrawDown,150,4.865746282435802,5.047206684656383
151,brf,151,2021-05-06 00:00:00,372.62,378.18,372.62,377.86,8747.0,0.0,MyStrategy,151,737916.0,Value,151,189868.2776299998,BuySell,151,,,Trades - Net Profit/Loss,151,,,DrawDown,151,5.389950605587025,5.389950605587025
152,brf,152,2021-05-07 00:00:00,378.04,382.66,377.08,381.96,18568.0,0.0,MyStrategy,152,737917.0,Value,152,190319.43042999977,BuySell,152,378.22902,,Trades - Net Profit/Loss,152,,-888.4413999999811,DrawDown,152,5.165144286041617,5.389950605587025
153,brf,153,2021-05-10 00:00:00,384.82,385.68,382.06,383.36,18078.0,0.0,MyStrategy,153,737920.0,Value,153,190469.3340299998,BuySell,153,378.90735899999993,,Trades - Net Profit/Loss,153,,,DrawDown,153,5.090448359068287,5.389950605587025
154,brf,154,2021-05-11 00:00:00,384.08,384.68,382.1,382.84,14721.0,0.0,MyStrategy,154,737921.0,Value,154,190365.3340299998,BuySell,154,,,Trades - Net Profit/Loss,154,,,DrawDown,154,5.142270839683998,5.389950605587025
155,brf,155,2021-05-12 00:00:00,381.42,383.8,379.94,383.8,13286.0,0.0,MyStrategy,155,737922.0,Value,155,190557.3340299998,BuySell,155,,,Trades - Net Profit/Loss,155,,,DrawDown,155,5.046598567778071,5.389950605587025
156,brf,156,2021-05-13 00:00:00,385.0,385.679,380.98,381.92,15778.0,0.0,MyStrategy,156,737923.0,Value,156,190181.3340299998,BuySell,156,,,Trades - Net Profit/Loss,156,,,DrawDown,156,5.233956766927178,5.389950605587025
157,brf,157,2021-05-14 00:00:00,381.28,384.88,380.94,384.88,10189.0,0.0,MyStrategy,157,737924.0,Value,157,190773.3340299998,BuySell,157,,,Trades - Net Profit/Loss,157,,,DrawDown,157,4.938967261883904,5.389950605587025
158,brf,158,2021-05-17 00:00:00,384.88,389.14,384.06,388.46,10493.0,0.0,MyStrategy,158,737927.0,Value,158,191489.3340299998,BuySell,158,,,Trades - Net Profit/Loss,158,,,DrawDown,158,4.582189414568053,5.389950605587025
159,brf,159,2021-05-18 00:00:00,387.56,392.72,386.66,391.1,11017.0,0.0,MyStrategy,159,737928.0,Value,159,192017.3340299998,BuySell,159,,,Trades - Net Profit/Loss,159,,,DrawDown,159,4.319090666826755,5.389950605587025
160,brf,160,2021-05-19 00:00:00,391.46,391.8,389.0,391.56,13234.0,0.0,MyStrategy,160,737929.0,Value,160,192109.3340299998,BuySell,160,,,Trades - Net Profit/Loss,160,,,DrawDown,160,4.273247703205165,5.389950605587025
161,brf,161,2021-05-20 00:00:00,391.56,395.4,389.5,391.72,18107.0,0.0,MyStrategy,161,737930.0,Value,161,192141.3340299998,BuySell,161,,,Trades - Net Profit/Loss,161,,,DrawDown,161,4.2573023245541775,5.389950605587025
162,brf,162,2021-05-21 00:00:00,391.48,394.3,390.92,391.68,12181.0,0.0,MyStrategy,162,737931.0,Value,162,192133.3340299998,BuySell,162,,,Trades - Net Profit/Loss,162,,,DrawDown,162,4.261288669216924,5.389950605587025
163,brf,163,2021-05-24 00:00:00,393.88,395.12,390.38,393.06,14914.0,0.0,MyStrategy,163,737934.0,Value,163,192409.3340299998,BuySell,163,,,Trades - Net Profit/Loss,163,,,DrawDown,163,4.123759778352155,5.389950605587025
164,brf,164,2021-05-25 00:00:00,392.78,393.12,389.419,391.599,11160.0,0.0,MyStrategy,164,737935.0,Value,164,192117.13402999978,BuySell,164,,,Trades - Net Profit/Loss,164,,,DrawDown,164,4.269361017158992,5.389950605587025
165,brf,165,2021-05-26 00:00:00,391.36,396.82,390.72,395.42,20111.0,0.0,MyStrategy,165,737936.0,Value,165,192881.3340299998,BuySell,165,,,Trades - Net Profit/Loss,165,,,DrawDown,165,3.8885654432500854,5.389950605587025
166,brf,166,2021-05-27 00:00:00,395.36,395.98,391.76,393.4,16248.0,0.0,MyStrategy,166,737937.0,Value,166,192477.3340299998,BuySell,166,,,Trades - Net Profit/Loss,166,,,DrawDown,166,4.089875848718806,5.389950605587025
167,brf,167,2021-05-28 00:00:00,393.28,393.54,390.16,390.32,17210.0,0.0,MyStrategy,167,737938.0,Value,167,191861.3340299998,BuySell,167,,,Trades - Net Profit/Loss,167,,,DrawDown,167,4.39682438775032,5.389950605587025
168,brf,168,2021-05-31 00:00:00,391.5,394.58,390.8,393.4,15768.0,0.0,MyStrategy,168,737941.0,Value,168,191788.60902999982,BuySell,168,,391.30425,Trades - Net Profit/Loss,168,2263.7104000000204,,DrawDown,168,4.433062752200093,5.389950605587025
169,brf,169,2021-06-01 00:00:00,394.02,396.24,392.859,395.84,12766.0,0.0,MyStrategy,169,737942.0,Value,169,191322.90802999982,BuySell,169,,391.933935,Trades - Net Profit/Loss,169,,,DrawDown,169,4.665118339173332,5.389950605587025
170,brf,170,2021-06-02 00:00:00,395.7,396.08,388.24,389.34,24725.0,0.0,MyStrategy,170,737943.0,Value,170,189919.7680299998,BuySell,170,395.89784999999995,,Trades - Net Profit/Loss,170,,-746.8459999999868,DrawDown,170,5.364293295434182,5.389950605587025
171,brf,171,2021-06-03 00:00:00,390.3,391.54,386.06,386.88,17086.0,0.0,MyStrategy,171,737944.0,Value,171,190456.21702999983,BuySell,171,,390.10485000000006,Trades - Net Profit/Loss,171,,-1238.5999999999785,DrawDown,171,5.096984469435929,5.389950605587025
172,brf,172,2021-06-04 00:00:00,382.64,383.84,374.52,381.98,31988.0,0.0,MyStrategy,172,737945.0,Value,172,191158.33782999983,BuySell,172,,388.9564245,Trades - Net Profit/Loss,172,,,DrawDown,172,4.747122531475475,5.389950605587025
173,brf,173,2021-06-07 00:00:00,384.48,386.24,383.52,384.5,22561.0,0.0,MyStrategy,173,737948.0,Value,173,190654.33782999983,BuySell,173,,,Trades - Net Profit/Loss,173,,,DrawDown,173,4.998262245228533,5.389950605587025
174,brf,174,2021-06-08 00:00:00,384.92,389.86,384.7,387.3,18778.0,0.0,MyStrategy,174,737949.0,Value,174,190094.33782999983,BuySell,174,,,Trades - Net Profit/Loss,174,,,DrawDown,174,5.277306371620819,5.389950605587025
175,brf,175,2021-06-09 00:00:00,386.58,387.94,385.26,386.82,23418.0,0.0,MyStrategy,175,737950.0,Value,175,190190.33782999983,BuySell,175,,,Trades - Net Profit/Loss,175,,,DrawDown,175,5.229470235667856,5.389950605587025
176,brf,176,2021-06-10 00:00:00,387.02,388.34,384.2,385.78,28090.0,0.0,MyStrategy,176,737951.0,Value,176,190398.33782999983,BuySell,176,,,Trades - Net Profit/Loss,176,,,DrawDown,176,5.125825274436434,5.389950605587025
177,brf,177,2021-06-11 00:00:00,387.4,390.34,386.56,389.22,30427.0,0.0,MyStrategy,177,737952.0,Value,177,189710.33782999983,BuySell,177,,,Trades - Net Profit/Loss,177,,,DrawDown,177,5.468650915432672,5.468650915432672
178,brf,178,2021-06-15 00:00:00,384.06,384.1,379.54,382.12,23889.0,0.0,MyStrategy,178,737956.0,Value,178,190258.33782999983,BuySell,178,384.1,,Trades - Net Profit/Loss,178,661.5998000000059,,DrawDown,178,5.195586306034506,5.468650915432672
179,brf,179,2021-06-16 00:00:00,381.82,382.84,379.2,381.76,22211.0,0.0,MyStrategy,179,737957.0,Value,179,190053.97382999983,BuySell,179,,381.62909,Trades - Net Profit/Loss,179,,-574.1820000000007,DrawDown,179,5.297419473616708,5.468650915432672
180,brf,180,2021-06-17 00:00:00,381.26,383.36,373.9,375.02,32384.0,0.0,MyStrategy,180,737958.0,Value,180,191401.97382999983,BuySell,180,,,Trades - Net Profit/Loss,180,,,DrawDown,180,4.62572039794385,5.468650915432672
181,brf,181,2021-06-18 00:00:00,370.5,372.0,369.06,371.22,40448.0,0.0,MyStrategy,181,737959.0,Value,181,192161.97382999983,BuySell,181,,,Trades - Net Profit/Loss,181,,,DrawDown,181,4.247017654982891,5.468650915432672
182,brf,182,2021-06-21 00:00:00,369.52,371.88,368.42,371.58,39125.0,0.0,MyStrategy,182,737962.0,Value,182,192089.97382999983,BuySell,182,,,Trades - Net Profit/Loss,182,,,DrawDown,182,4.282894756947613,5.468650915432672
183,brf,183,2021-06-22 00:00:00,370.96,374.159,370.78,372.86,24509.0,0.0,MyStrategy,183,737963.0,Value,183,191833.97382999983,BuySell,183,,,Trades - Net Profit/Loss,183,,,DrawDown,183,4.410457786155515,5.468650915432672
184,brf,184,2021-06-23 00:00:00,371.28,373.86,371.16,373.66,16209.0,0.0,MyStrategy,184,737964.0,Value,184,191673.97382999983,BuySell,184,,,Trades - Net Profit/Loss,184,,,DrawDown,184,4.490184679410453,5.468650915432672
185,brf,185,2021-06-24 00:00:00,373.02,375.6,371.38,371.54,19719.0,0.0,MyStrategy,185,737965.0,Value,185,191388.70002999983,BuySell,185,373.20651,,Trades - Net Profit/Loss,185,1604.5160000000078,,DrawDown,185,4.632334640666893,5.468650915432672
186,brf,186,2021-06-25 00:00:00,372.8,373.44,370.039,370.78,18293.0,0.0,MyStrategy,186,737966.0,Value,186,191203.77202999982,BuySell,186,373.19550449999997,,Trades - Net Profit/Loss,186,,,DrawDown,186,4.724482983890959,5.468650915432672
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: brf
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - MyStrategy:
      *************************************************************************
      - Params:
      *************************************************************************
      - Indicators:
        .......................................................................
        - three_bars:
          - Lines: up, down
          - Params: None
        .......................................................................
        - CrossOver:
          - Lines: crossover
          - Params: None
        .......................................................................
        - CrossDown:
          - Lines: cross
          - Params: None
      *************************************************************************
      - Observers:
        .......................................................................
        - Value:
          - Lines: value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - BuySell:
          - Lines: buy, sell
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - barplot: False
            - bardist: 0.015
        .......................................................................
        - Trades:
          - Lines: pnlplus, pnlminus
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - pnlcomm: True
        .......................................................................
        - DrawDown:
          - Lines: drawdown, maxdrawdown
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 200000.0
          - End: 191203.77202999982
        .......................................................................
        - drawdown:
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            - len: 109
            - drawdown: 4.724482983890959
            - moneydown: 9481.33367000008
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - max:
              - len: 109
              - drawdown: 5.468650915432672
              - moneydown: 10974.767870000069
        .......................................................................
        - tradeanalyzer:
          - Params: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - total:
              - total: 25
              - open: 1
              - closed: 24
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - streak:
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - won:
                - current: 1
                - longest: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - lost:
                - current: 0
                - longest: 6
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - pnl:
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - gross:
                - total: -5987.328169999823
                - average: -249.47200708332596
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - net:
                - total: -8275.328169999822
                - average: -344.80534041665925
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - won:
              - total: 6
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: 5803.206030000086
                - average: 967.2010050000143
                - max: 2263.7104000000204
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - lost:
              - total: 18
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: -14078.534199999907
                - average: -782.1407888888838
                - max: -2141.7903999999885
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - long:
              - total: 11
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: -4409.117999999935
                - average: -400.82890909090315
                ###############################################################
                - won:
                  - total: 2263.7104000000204
                  - average: 2263.7104000000204
                  - max: 2263.7104000000204
                ###############################################################
                - lost:
                  - total: -6672.828399999955
                  - average: -667.2828399999955
                  - max: -2015.3179999999952
              - won: 1
              - lost: 10
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - short:
              - total: 13
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: -3866.2101699998866
                - average: -297.4007823076836
                ###############################################################
                - won:
                  - total: 3539.495630000065
                  - average: 707.899126000013
                  - max: 1604.5160000000078
                ###############################################################
                - lost:
                  - total: -7405.705799999952
                  - average: -925.713224999994
                  - max: -2141.7903999999885
              - won: 5
              - lost: 8
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - len:
              - total: 113
              - average: 4.708333333333333
              - max: 16
              - min: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - won:
                - total: 53
                - average: 8.833333333333334
                - max: 16
                - min: 3
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - lost:
                - total: 60
                - average: 3.3333333333333335
                - max: 12
                - min: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - long:
                - total: 56
                - average: 5.090909090909091
                - max: 16
                - min: 1
                ###############################################################
                - won:
                  - total: 16
                  - average: 16.0
                  - max: 16
                  - min: 16
                ###############################################################
                - lost:
                  - total: 40
                  - average: 4.0
                  - max: 12
                  - min: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - short:
                - total: 57
                - average: 4.384615384615385
                - max: 13
                - min: 2
                ###############################################################
                - won:
                  - total: 37
                  - average: 7.4
                  - max: 13
                  - min: 3
                ###############################################################
                - lost:
                  - total: 20
                  - average: 2.5
                  - max: 5
                  - min: 2
